"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Switzerland (CH)","20.03.2024 23:00 - 21.03.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","788","","214","1528","n/e","2952","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","21.03.2024 00:00 - 21.03.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","641","","240","1186","n/e","2953","n/e","n/e","0","n/e","n/e","24"
"Switzerland (CH)","21.03.2024 01:00 - 21.03.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","411","","213","806","n/e","2954","n/e","n/e","0","n/e","n/e","25"
"Switzerland (CH)","21.03.2024 02:00 - 21.03.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","365","","224","723","n/e","2956","n/e","n/e","0","n/e","n/e","26"
"Switzerland (CH)","21.03.2024 03:00 - 21.03.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","175","","212","773","n/e","2954","n/e","n/e","0","n/e","n/e","28"
"Switzerland (CH)","21.03.2024 04:00 - 21.03.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","158","","227","757","n/e","2954","n/e","n/e","0","n/e","n/e","34"
"Switzerland (CH)","21.03.2024 05:00 - 21.03.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","362","","231","1003","n/e","2952","n/e","n/e","0","n/e","n/e","32"
"Switzerland (CH)","21.03.2024 06:00 - 21.03.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1287","","295","2193","n/e","2951","n/e","n/e","0","n/e","n/e","21"
"Switzerland (CH)","21.03.2024 07:00 - 21.03.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1905","","304","2742","n/e","2951","n/e","n/e","47","n/e","n/e","18"
"Switzerland (CH)","21.03.2024 08:00 - 21.03.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2145","","293","2718","n/e","2950","n/e","n/e","101","n/e","n/e","17"
"Switzerland (CH)","21.03.2024 09:00 - 21.03.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1378","","249","2198","n/e","2949","n/e","n/e","224","n/e","n/e","21"
"Switzerland (CH)","21.03.2024 10:00 - 21.03.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","714","","239","1373","n/e","2946","n/e","n/e","1478","n/e","n/e","11"
"Switzerland (CH)","21.03.2024 11:00 - 21.03.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","415","","234","1129","n/e","2942","n/e","n/e","2196","n/e","n/e","10"
"Switzerland (CH)","21.03.2024 12:00 - 21.03.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","176","","234","940","n/e","2941","n/e","n/e","1629","n/e","n/e","15"
"Switzerland (CH)","21.03.2024 13:00 - 21.03.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","276","","243","870","n/e","2934","n/e","n/e","1962","n/e","n/e","21"
"Switzerland (CH)","21.03.2024 14:00 - 21.03.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","295","","239","622","n/e","2935","n/e","n/e","1977","n/e","n/e","19"
"Switzerland (CH)","21.03.2024 15:00 - 21.03.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","407","","238","817","n/e","2935","n/e","n/e","1786","n/e","n/e","20"
"Switzerland (CH)","21.03.2024 16:00 - 21.03.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","942","","271","1180","n/e","2934","n/e","n/e","1312","n/e","n/e","16"
"Switzerland (CH)","21.03.2024 17:00 - 21.03.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1865","","306","2440","n/e","2935","n/e","n/e","548","n/e","n/e","17"
"Switzerland (CH)","21.03.2024 18:00 - 21.03.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2280","","310","2758","n/e","2939","n/e","n/e","86","n/e","n/e","20"
"Switzerland (CH)","21.03.2024 19:00 - 21.03.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2029","","306","2651","n/e","2941","n/e","n/e","0","n/e","n/e","21"
"Switzerland (CH)","21.03.2024 20:00 - 21.03.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1413","","271","2406","n/e","2944","n/e","n/e","0","n/e","n/e","22"
"Switzerland (CH)","21.03.2024 21:00 - 21.03.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","897","","243","1753","n/e","2946","n/e","n/e","0","n/e","n/e","22"
"Switzerland (CH)","21.03.2024 22:00 - 21.03.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","944","","241","1355","n/e","2949","n/e","n/e","0","n/e","n/e","20"
"Switzerland (CH)","21.03.2024 23:00 - 22.03.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","843","","242","810","n/e","2951","n/e","n/e","0","n/e","n/e","17"
"Switzerland (CH)","22.03.2024 00:00 - 22.03.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","170","","220","456","n/e","2954","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","22.03.2024 01:00 - 22.03.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","140","","229","322","n/e","2955","n/e","n/e","0","n/e","n/e","7"
"Switzerland (CH)","22.03.2024 02:00 - 22.03.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","128","","239","313","n/e","2956","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","22.03.2024 03:00 - 22.03.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","133","","233","314","n/e","2957","n/e","n/e","0","n/e","n/e","3"
"Switzerland (CH)","22.03.2024 04:00 - 22.03.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","297","","232","300","n/e","2958","n/e","n/e","0","n/e","n/e","3"
"Switzerland (CH)","22.03.2024 05:00 - 22.03.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","341","","239","497","n/e","2960","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","22.03.2024 06:00 - 22.03.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","680","","243","1031","n/e","2959","n/e","n/e","1","n/e","n/e","6"
"Switzerland (CH)","22.03.2024 07:00 - 22.03.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1343","","301","1840","n/e","2957","n/e","n/e","143","n/e","n/e","5"
"Switzerland (CH)","22.03.2024 08:00 - 22.03.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1178","","301","1413","n/e","2956","n/e","n/e","495","n/e","n/e","5"
"Switzerland (CH)","22.03.2024 09:00 - 22.03.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1223","","271","1168","n/e","2954","n/e","n/e","1300","n/e","n/e","6"
"Switzerland (CH)","22.03.2024 10:00 - 22.03.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","441","","245","1311","n/e","2948","n/e","n/e","2003","n/e","n/e","4"
"Switzerland (CH)","22.03.2024 11:00 - 22.03.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","323","","249","980","n/e","2941","n/e","n/e","2396","n/e","n/e","3"
"Switzerland (CH)","22.03.2024 12:00 - 22.03.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","392","","260","698","n/e","2939","n/e","n/e","2277","n/e","n/e","2"
"Switzerland (CH)","22.03.2024 13:00 - 22.03.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","301","","262","652","n/e","2937","n/e","n/e","2209","n/e","n/e","3"
"Switzerland (CH)","22.03.2024 14:00 - 22.03.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","226","","242","520","n/e","2935","n/e","n/e","2356","n/e","n/e","3"
"Switzerland (CH)","22.03.2024 15:00 - 22.03.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","345","","249","475","n/e","2934","n/e","n/e","1875","n/e","n/e","5"
"Switzerland (CH)","22.03.2024 16:00 - 22.03.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","541","","274","860","n/e","2933","n/e","n/e","1223","n/e","n/e","5"
"Switzerland (CH)","22.03.2024 17:00 - 22.03.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1490","","323","2213","n/e","2934","n/e","n/e","613","n/e","n/e","8"
"Switzerland (CH)","22.03.2024 18:00 - 22.03.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2192","","314","2689","n/e","2932","n/e","n/e","95","n/e","n/e","8"
"Switzerland (CH)","22.03.2024 19:00 - 22.03.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2373","","315","2847","n/e","2934","n/e","n/e","0","n/e","n/e","13"
"Switzerland (CH)","22.03.2024 20:00 - 22.03.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2104","","311","2693","n/e","2940","n/e","n/e","0","n/e","n/e","22"
"Switzerland (CH)","22.03.2024 21:00 - 22.03.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1256","","242","2004","n/e","2945","n/e","n/e","0","n/e","n/e","31"
"Switzerland (CH)","22.03.2024 22:00 - 22.03.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1077","","228","1803","n/e","2949","n/e","n/e","0","n/e","n/e","38"
"Switzerland (CH)","22.03.2024 23:00 - 23.03.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1112","","226","1374","n/e","2953","n/e","n/e","0","n/e","n/e","31"
"Switzerland (CH)","23.03.2024 00:00 - 23.03.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1322","","237","1793","n/e","2955","n/e","n/e","0","n/e","n/e","40"
"Switzerland (CH)","23.03.2024 01:00 - 23.03.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1052","","237","1421","n/e","2955","n/e","n/e","0","n/e","n/e","44"
"Switzerland (CH)","23.03.2024 02:00 - 23.03.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","698","","224","936","n/e","2955","n/e","n/e","0","n/e","n/e","45"
"Switzerland (CH)","23.03.2024 03:00 - 23.03.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","324","","222","635","n/e","2957","n/e","n/e","0","n/e","n/e","41"
"Switzerland (CH)","23.03.2024 04:00 - 23.03.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","175","","222","502","n/e","2956","n/e","n/e","0","n/e","n/e","48"
"Switzerland (CH)","23.03.2024 05:00 - 23.03.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","247","","216","412","n/e","2953","n/e","n/e","0","n/e","n/e","49"
"Switzerland (CH)","23.03.2024 06:00 - 23.03.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","294","","225","459","n/e","2948","n/e","n/e","1","n/e","n/e","50"
"Switzerland (CH)","23.03.2024 07:00 - 23.03.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","634","","231","775","n/e","2947","n/e","n/e","60","n/e","n/e","55"
"Switzerland (CH)","23.03.2024 08:00 - 23.03.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","588","","232","941","n/e","2951","n/e","n/e","231","n/e","n/e","55"
"Switzerland (CH)","23.03.2024 09:00 - 23.03.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","307","","233","528","n/e","2956","n/e","n/e","406","n/e","n/e","48"
"Switzerland (CH)","23.03.2024 10:00 - 23.03.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","152","","233","331","n/e","2959","n/e","n/e","820","n/e","n/e","41"
"Switzerland (CH)","23.03.2024 11:00 - 23.03.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","222","","231","378","n/e","2956","n/e","n/e","2610","n/e","n/e","45"
"Switzerland (CH)","23.03.2024 12:00 - 23.03.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","163","","230","277","n/e","2954","n/e","n/e","2688","n/e","n/e","55"
"Switzerland (CH)","23.03.2024 13:00 - 23.03.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","122","","230","239","n/e","2957","n/e","n/e","2980","n/e","n/e","52"
"Switzerland (CH)","23.03.2024 14:00 - 23.03.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","108","","236","296","n/e","2957","n/e","n/e","894","n/e","n/e","53"
"Switzerland (CH)","23.03.2024 15:00 - 23.03.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","128","","255","374","n/e","2955","n/e","n/e","1785","n/e","n/e","47"
"Switzerland (CH)","23.03.2024 16:00 - 23.03.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","186","","257","524","n/e","2955","n/e","n/e","1122","n/e","n/e","41"
"Switzerland (CH)","23.03.2024 17:00 - 23.03.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","530","","256","1203","n/e","2957","n/e","n/e","302","n/e","n/e","42"
"Switzerland (CH)","23.03.2024 18:00 - 23.03.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","721","","259","1563","n/e","2957","n/e","n/e","23","n/e","n/e","51"
"Switzerland (CH)","23.03.2024 19:00 - 23.03.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","835","","257","1667","n/e","2963","n/e","n/e","0","n/e","n/e","49"
"Switzerland (CH)","23.03.2024 20:00 - 23.03.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","677","","227","1161","n/e","2966","n/e","n/e","0","n/e","n/e","39"
"Switzerland (CH)","23.03.2024 21:00 - 23.03.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","601","","229","1287","n/e","2967","n/e","n/e","0","n/e","n/e","50"
"Switzerland (CH)","23.03.2024 22:00 - 23.03.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","440","","229","1007","n/e","2970","n/e","n/e","0","n/e","n/e","53"
"Switzerland (CH)","23.03.2024 23:00 - 24.03.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","253","","260","645","n/e","2971","n/e","n/e","0","n/e","n/e","52"
"Switzerland (CH)","24.03.2024 00:00 - 24.03.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","35","","219","440","n/e","2968","n/e","n/e","0","n/e","n/e","51"
"Switzerland (CH)","24.03.2024 01:00 - 24.03.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","16","","230","419","n/e","2967","n/e","n/e","0","n/e","n/e","45"
"Switzerland (CH)","24.03.2024 02:00 - 24.03.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","17","","215","268","n/e","2966","n/e","n/e","0","n/e","n/e","40"
"Switzerland (CH)","24.03.2024 03:00 - 24.03.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","41","","217","245","n/e","2968","n/e","n/e","0","n/e","n/e","35"
"Switzerland (CH)","24.03.2024 04:00 - 24.03.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","43","","213","258","n/e","2967","n/e","n/e","0","n/e","n/e","31"
"Switzerland (CH)","24.03.2024 05:00 - 24.03.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","59","","213","299","n/e","2966","n/e","n/e","0","n/e","n/e","42"
"Switzerland (CH)","24.03.2024 06:00 - 24.03.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","98","","225","326","n/e","2966","n/e","n/e","1","n/e","n/e","42"
"Switzerland (CH)","24.03.2024 07:00 - 24.03.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","96","","232","282","n/e","2967","n/e","n/e","222","n/e","n/e","42"
"Switzerland (CH)","24.03.2024 08:00 - 24.03.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","105","","225","266","n/e","2967","n/e","n/e","613","n/e","n/e","40"
"Switzerland (CH)","24.03.2024 09:00 - 24.03.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","122","","224","226","n/e","2966","n/e","n/e","1258","n/e","n/e","31"
"Switzerland (CH)","24.03.2024 10:00 - 24.03.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","51","","221","170","n/e","2968","n/e","n/e","2262","n/e","n/e","35"
"Switzerland (CH)","24.03.2024 11:00 - 24.03.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","58","","221","181","n/e","2965","n/e","n/e","2739","n/e","n/e","28"
"Switzerland (CH)","24.03.2024 12:00 - 24.03.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","118","","222","189","n/e","2963","n/e","n/e","2626","n/e","n/e","25"
"Switzerland (CH)","24.03.2024 13:00 - 24.03.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","110","","221","186","n/e","2964","n/e","n/e","1958","n/e","n/e","30"
"Switzerland (CH)","24.03.2024 14:00 - 24.03.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","30","","222","196","n/e","2962","n/e","n/e","1127","n/e","n/e","30"
"Switzerland (CH)","24.03.2024 15:00 - 24.03.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","15","","229","209","n/e","2962","n/e","n/e","1086","n/e","n/e","33"
"Switzerland (CH)","24.03.2024 16:00 - 24.03.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","46","","234","385","n/e","2963","n/e","n/e","689","n/e","n/e","31"
"Switzerland (CH)","24.03.2024 17:00 - 24.03.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","146","","252","532","n/e","2962","n/e","n/e","738","n/e","n/e","24"
"Switzerland (CH)","24.03.2024 18:00 - 24.03.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","470","","246","1082","n/e","2962","n/e","n/e","45","n/e","n/e","21"
"Switzerland (CH)","24.03.2024 19:00 - 24.03.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","778","","241","1327","n/e","2962","n/e","n/e","0","n/e","n/e","24"
"Switzerland (CH)","24.03.2024 20:00 - 24.03.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","386","","247","843","n/e","2963","n/e","n/e","0","n/e","n/e","29"
"Switzerland (CH)","24.03.2024 21:00 - 24.03.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","325","","238","720","n/e","2964","n/e","n/e","0","n/e","n/e","33"
"Switzerland (CH)","24.03.2024 22:00 - 24.03.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","479","","230","1207","n/e","2966","n/e","n/e","0","n/e","n/e","27"
"Switzerland (CH)","24.03.2024 23:00 - 25.03.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","380","","226","999","n/e","2966","n/e","n/e","0","n/e","n/e","16"
"Switzerland (CH)","25.03.2024 00:00 - 25.03.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","194","","226","466","n/e","2965","n/e","n/e","0","n/e","n/e","17"
"Switzerland (CH)","25.03.2024 01:00 - 25.03.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","248","","222","417","n/e","2967","n/e","n/e","0","n/e","n/e","22"
"Switzerland (CH)","25.03.2024 02:00 - 25.03.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","158","","224","349","n/e","2966","n/e","n/e","0","n/e","n/e","12"
"Switzerland (CH)","25.03.2024 03:00 - 25.03.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","116","","218","484","n/e","2967","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","25.03.2024 04:00 - 25.03.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","179","","217","317","n/e","2968","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","25.03.2024 05:00 - 25.03.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","602","","242","987","n/e","2965","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","25.03.2024 06:00 - 25.03.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2006","","268","2096","n/e","2966","n/e","n/e","7","n/e","n/e","3"
"Switzerland (CH)","25.03.2024 07:00 - 25.03.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2239","","344","2250","n/e","2966","n/e","n/e","178","n/e","n/e","5"
"Switzerland (CH)","25.03.2024 08:00 - 25.03.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2200","","328","2078","n/e","2967","n/e","n/e","800","n/e","n/e","13"
"Switzerland (CH)","25.03.2024 09:00 - 25.03.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1013","","292","1025","n/e","2966","n/e","n/e","1543","n/e","n/e","17"
"Switzerland (CH)","25.03.2024 10:00 - 25.03.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","384","","254","560","n/e","2964","n/e","n/e","2244","n/e","n/e","15"
"Switzerland (CH)","25.03.2024 11:00 - 25.03.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","201","","234","358","n/e","2963","n/e","n/e","2634","n/e","n/e","21"
"Switzerland (CH)","25.03.2024 12:00 - 25.03.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","187","","229","425","n/e","2960","n/e","n/e","2794","n/e","n/e","24"
"Switzerland (CH)","25.03.2024 13:00 - 25.03.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","301","","237","449","n/e","2958","n/e","n/e","2547","n/e","n/e","24"
"Switzerland (CH)","25.03.2024 14:00 - 25.03.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","259","","246","583","n/e","2957","n/e","n/e","2222","n/e","n/e","23"
"Switzerland (CH)","25.03.2024 15:00 - 25.03.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","279","","258","804","n/e","2956","n/e","n/e","1948","n/e","n/e","19"
"Switzerland (CH)","25.03.2024 16:00 - 25.03.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1268","","323","1501","n/e","2954","n/e","n/e","1175","n/e","n/e","17"
"Switzerland (CH)","25.03.2024 17:00 - 25.03.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2199","","348","2189","n/e","2955","n/e","n/e","419","n/e","n/e","18"
"Switzerland (CH)","25.03.2024 18:00 - 25.03.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2370","","346","2476","n/e","2954","n/e","n/e","87","n/e","n/e","24"
