"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Switzerland (CH)","10.08.2024 15:00 - 10.08.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","186","","219","747","n/e","2491","n/e","n/e","2863","n/e","n/e","2"
"Switzerland (CH)","10.08.2024 16:00 - 10.08.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","243","","254","865","n/e","2486","n/e","n/e","2455","n/e","n/e","3"
"Switzerland (CH)","10.08.2024 17:00 - 10.08.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","284","","266","1133","n/e","2477","n/e","n/e","1878","n/e","n/e","4"
"Switzerland (CH)","10.08.2024 18:00 - 10.08.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","924","","343","2298","n/e","2476","n/e","n/e","1091","n/e","n/e","4"
"Switzerland (CH)","10.08.2024 19:00 - 10.08.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2574","","365","2999","n/e","2478","n/e","n/e","347","n/e","n/e","5"
"Switzerland (CH)","10.08.2024 20:00 - 10.08.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2689","","356","3030","n/e","2484","n/e","n/e","46","n/e","n/e","7"
"Switzerland (CH)","10.08.2024 21:00 - 10.08.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2320","","349","2994","n/e","2494","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","10.08.2024 22:00 - 10.08.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2660","","348","2991","n/e","2500","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","10.08.2024 23:00 - 11.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2959","","342","2911","n/e","2506","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","11.08.2024 00:00 - 11.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","956","","349","2329","n/e","2513","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","11.08.2024 01:00 - 11.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","690","","338","2338","n/e","2515","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","11.08.2024 02:00 - 11.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","628","","316","2235","n/e","2517","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","11.08.2024 03:00 - 11.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","654","","313","2058","n/e","2520","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","11.08.2024 04:00 - 11.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","578","","337","1807","n/e","2520","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","11.08.2024 05:00 - 11.08.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","573","","324","1945","n/e","2523","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","11.08.2024 06:00 - 11.08.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","680","","316","1968","n/e","2526","n/e","n/e","14","n/e","n/e","5"
"Switzerland (CH)","11.08.2024 07:00 - 11.08.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","924","","276","2277","n/e","2326","n/e","n/e","270","n/e","n/e","5"
"Switzerland (CH)","11.08.2024 08:00 - 11.08.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","435","","264","1429","n/e","2195","n/e","n/e","976","n/e","n/e","5"
"Switzerland (CH)","11.08.2024 09:00 - 11.08.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","263","","253","815","n/e","2229","n/e","n/e","1806","n/e","n/e","5"
"Switzerland (CH)","11.08.2024 10:00 - 11.08.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","240","","205","563","n/e","2276","n/e","n/e","2467","n/e","n/e","4"
"Switzerland (CH)","11.08.2024 11:00 - 11.08.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","241","","213","555","n/e","2322","n/e","n/e","2891","n/e","n/e","4"
"Switzerland (CH)","11.08.2024 12:00 - 11.08.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","236","","193","564","n/e","2365","n/e","n/e","3153","n/e","n/e","5"
"Switzerland (CH)","11.08.2024 13:00 - 11.08.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","189","","202","562","n/e","2404","n/e","n/e","3248","n/e","n/e","6"
"Switzerland (CH)","11.08.2024 14:00 - 11.08.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","171","","219","613","n/e","2380","n/e","n/e","3138","n/e","n/e","7"
"Switzerland (CH)","11.08.2024 15:00 - 11.08.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","237","","203","672","n/e","2367","n/e","n/e","2860","n/e","n/e","8"
"Switzerland (CH)","11.08.2024 16:00 - 11.08.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","236","","224","814","n/e","2407","n/e","n/e","2375","n/e","n/e","7"
"Switzerland (CH)","11.08.2024 17:00 - 11.08.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","264","","285","1325","n/e","2435","n/e","n/e","1777","n/e","n/e","7"
"Switzerland (CH)","11.08.2024 18:00 - 11.08.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","814","","340","2433","n/e","2439","n/e","n/e","976","n/e","n/e","8"
"Switzerland (CH)","11.08.2024 19:00 - 11.08.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1406","","350","2558","n/e","2438","n/e","n/e","482","n/e","n/e","8"
"Switzerland (CH)","11.08.2024 20:00 - 11.08.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1709","","368","2758","n/e","2441","n/e","n/e","95","n/e","n/e","7"
"Switzerland (CH)","11.08.2024 21:00 - 11.08.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1197","","359","2726","n/e","2454","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","11.08.2024 22:00 - 11.08.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1639","","358","2673","n/e","2465","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","11.08.2024 23:00 - 12.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1500","","328","2098","n/e","2473","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","12.08.2024 00:00 - 12.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","779","","331","2393","n/e","2479","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","12.08.2024 01:00 - 12.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","705","","331","2295","n/e","2487","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","12.08.2024 02:00 - 12.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","676","","318","2292","n/e","2492","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","12.08.2024 03:00 - 12.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","756","","317","2139","n/e","2488","n/e","n/e","0","n/e","n/e","7"
"Switzerland (CH)","12.08.2024 04:00 - 12.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","663","","312","2093","n/e","2486","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","12.08.2024 05:00 - 12.08.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","658","","317","2377","n/e","2488","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","12.08.2024 06:00 - 12.08.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1069","","342","2425","n/e","2489","n/e","n/e","17","n/e","n/e","5"
"Switzerland (CH)","12.08.2024 07:00 - 12.08.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1117","","361","2409","n/e","2485","n/e","n/e","296","n/e","n/e","4"
"Switzerland (CH)","12.08.2024 08:00 - 12.08.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1072","","377","2386","n/e","2483","n/e","n/e","546","n/e","n/e","5"
"Switzerland (CH)","12.08.2024 09:00 - 12.08.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","660","","363","1806","n/e","2480","n/e","n/e","1229","n/e","n/e","4"
"Switzerland (CH)","12.08.2024 10:00 - 12.08.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","634","","360","1668","n/e","2468","n/e","n/e","1209","n/e","n/e","4"
"Switzerland (CH)","12.08.2024 11:00 - 12.08.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","424","","364","1293","n/e","2456","n/e","n/e","2515","n/e","n/e","4"
"Switzerland (CH)","12.08.2024 12:00 - 12.08.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","304","","374","922","n/e","2443","n/e","n/e","3026","n/e","n/e","4"
"Switzerland (CH)","12.08.2024 13:00 - 12.08.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","307","","374","878","n/e","2377","n/e","n/e","3006","n/e","n/e","3"
"Switzerland (CH)","12.08.2024 14:00 - 12.08.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","290","","380","941","n/e","2117","n/e","n/e","2958","n/e","n/e","2"
"Switzerland (CH)","12.08.2024 15:00 - 12.08.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","327","","379","1559","n/e","2117","n/e","n/e","2731","n/e","n/e","4"
"Switzerland (CH)","12.08.2024 16:00 - 12.08.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","960","","380","2236","n/e","2117","n/e","n/e","2334","n/e","n/e","3"
"Switzerland (CH)","12.08.2024 17:00 - 12.08.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2433","","389","2603","n/e","2115","n/e","n/e","1720","n/e","n/e","3"
"Switzerland (CH)","12.08.2024 18:00 - 12.08.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3330","","404","2694","n/e","2114","n/e","n/e","543","n/e","n/e","4"
"Switzerland (CH)","12.08.2024 19:00 - 12.08.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3122","","410","2717","n/e","2118","n/e","n/e","101","n/e","n/e","6"
"Switzerland (CH)","12.08.2024 20:00 - 12.08.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","3101","","412","2632","n/e","2125","n/e","n/e","11","n/e","n/e","6"
"Switzerland (CH)","12.08.2024 21:00 - 12.08.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2927","","411","2506","n/e","2147","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","12.08.2024 22:00 - 12.08.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2573","","411","2461","n/e","2171","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","12.08.2024 23:00 - 13.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2748","","413","2447","n/e","2228","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","13.08.2024 00:00 - 13.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1874","","400","2542","n/e","2279","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","13.08.2024 01:00 - 13.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1587","","401","2548","n/e","2356","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","13.08.2024 02:00 - 13.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1538","","397","2586","n/e","2460","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","13.08.2024 03:00 - 13.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1583","","384","2586","n/e","2488","n/e","n/e","0","n/e","n/e","4"
"Switzerland (CH)","13.08.2024 04:00 - 13.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1884","","390","2569","n/e","2499","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","13.08.2024 05:00 - 13.08.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1914","","402","2649","n/e","2498","n/e","n/e","0","n/e","n/e","5"
"Switzerland (CH)","13.08.2024 06:00 - 13.08.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2925","","397","2532","n/e","2500","n/e","n/e","3","n/e","n/e","4"
"Switzerland (CH)","13.08.2024 07:00 - 13.08.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2459","","397","2537","n/e","2507","n/e","n/e","184","n/e","n/e","3"
"Switzerland (CH)","13.08.2024 08:00 - 13.08.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2342","","397","2478","n/e","2507","n/e","n/e","996","n/e","n/e","2"
"Switzerland (CH)","13.08.2024 09:00 - 13.08.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2232","","392","2385","n/e","2500","n/e","n/e","1795","n/e","n/e","1"
"Switzerland (CH)","13.08.2024 10:00 - 13.08.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2017","","367","2234","n/e","2497","n/e","n/e","2423","n/e","n/e","1"
"Switzerland (CH)","13.08.2024 11:00 - 13.08.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1683","","366","2008","n/e","2495","n/e","n/e","2891","n/e","n/e","2"
"Switzerland (CH)","13.08.2024 12:00 - 13.08.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","761","","345","1589","n/e","2345","n/e","n/e","3113","n/e","n/e","5"
"Switzerland (CH)","13.08.2024 13:00 - 13.08.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","417","","357","1325","n/e","2480","n/e","n/e","3176","n/e","n/e","6"
"Switzerland (CH)","13.08.2024 14:00 - 13.08.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","311","","350","1537","n/e","2466","n/e","n/e","3072","n/e","n/e","4"
"Switzerland (CH)","13.08.2024 15:00 - 13.08.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","578","","358","1636","n/e","2456","n/e","n/e","2820","n/e","n/e","3"
"Switzerland (CH)","13.08.2024 16:00 - 13.08.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","767","","394","2359","n/e","2448","n/e","n/e","2369","n/e","n/e","4"
"Switzerland (CH)","13.08.2024 17:00 - 13.08.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2081","","397","2656","n/e","2442","n/e","n/e","1789","n/e","n/e","3"
"Switzerland (CH)","13.08.2024 18:00 - 13.08.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2933","","407","2654","n/e","2442","n/e","n/e","1014","n/e","n/e","4"
"Switzerland (CH)","13.08.2024 19:00 - 13.08.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2814","","404","2538","n/e","2448","n/e","n/e","324","n/e","n/e","4"
"Switzerland (CH)","13.08.2024 20:00 - 13.08.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2712","","406","2552","n/e","2455","n/e","n/e","29","n/e","n/e","4"
"Switzerland (CH)","13.08.2024 21:00 - 13.08.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2763","","404","2500","n/e","2472","n/e","n/e","0","n/e","n/e","11"
"Switzerland (CH)","13.08.2024 22:00 - 13.08.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2317","","403","2461","n/e","2490","n/e","n/e","0","n/e","n/e","11"
"Switzerland (CH)","13.08.2024 23:00 - 14.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2554","","401","2428","n/e","2505","n/e","n/e","0","n/e","n/e","7"
"Switzerland (CH)","14.08.2024 00:00 - 14.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2046","","393","2671","n/e","2508","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","14.08.2024 01:00 - 14.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1928","","384","2772","n/e","2510","n/e","n/e","0","n/e","n/e","10"
"Switzerland (CH)","14.08.2024 02:00 - 14.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1592","","351","2588","n/e","2515","n/e","n/e","0","n/e","n/e","19"
"Switzerland (CH)","14.08.2024 03:00 - 14.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1089","","349","2288","n/e","2513","n/e","n/e","0","n/e","n/e","12"
"Switzerland (CH)","14.08.2024 04:00 - 14.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","835","","339","2288","n/e","2514","n/e","n/e","0","n/e","n/e","9"
"Switzerland (CH)","14.08.2024 05:00 - 14.08.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","941","","377","2437","n/e","2511","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","14.08.2024 06:00 - 14.08.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1048","","379","2597","n/e","2509","n/e","n/e","17","n/e","n/e","7"
"Switzerland (CH)","14.08.2024 07:00 - 14.08.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1638","","386","2680","n/e","2509","n/e","n/e","267","n/e","n/e","7"
"Switzerland (CH)","14.08.2024 08:00 - 14.08.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2071","","367","2672","n/e","2507","n/e","n/e","1034","n/e","n/e","6"
"Switzerland (CH)","14.08.2024 09:00 - 14.08.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1469","","334","2612","n/e","2503","n/e","n/e","1625","n/e","n/e","5"
"Switzerland (CH)","14.08.2024 10:00 - 14.08.2024 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","648","","352","2487","n/e","2503","n/e","n/e","2309","n/e","n/e","6"
"Switzerland (CH)","14.08.2024 11:00 - 14.08.2024 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","624","","353","2406","n/e","2494","n/e","n/e","2398","n/e","n/e","7"
"Switzerland (CH)","14.08.2024 12:00 - 14.08.2024 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","790","","362","2295","n/e","2481","n/e","n/e","2492","n/e","n/e","8"
"Switzerland (CH)","14.08.2024 13:00 - 14.08.2024 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","623","","338","1881","n/e","2476","n/e","n/e","2306","n/e","n/e","8"
"Switzerland (CH)","14.08.2024 14:00 - 14.08.2024 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","512","","389","1929","n/e","2471","n/e","n/e","1413","n/e","n/e","8"
"Switzerland (CH)","14.08.2024 15:00 - 14.08.2024 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","538","","395","1849","n/e","2465","n/e","n/e","2053","n/e","n/e","9"
"Switzerland (CH)","14.08.2024 16:00 - 14.08.2024 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","735","","369","1996","n/e","2461","n/e","n/e","2441","n/e","n/e","9"
"Switzerland (CH)","14.08.2024 17:00 - 14.08.2024 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1015","","391","2104","n/e","2456","n/e","n/e","1731","n/e","n/e","8"
"Switzerland (CH)","14.08.2024 18:00 - 14.08.2024 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2145","","397","2248","n/e","2452","n/e","n/e","718","n/e","n/e","7"
"Switzerland (CH)","14.08.2024 19:00 - 14.08.2024 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1728","","394","2146","n/e","2455","n/e","n/e","322","n/e","n/e","3"
"Switzerland (CH)","14.08.2024 20:00 - 14.08.2024 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1894","","399","2429","n/e","2470","n/e","n/e","192","n/e","n/e","2"
"Switzerland (CH)","14.08.2024 21:00 - 14.08.2024 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2197","","395","2426","n/e","2485","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","14.08.2024 22:00 - 14.08.2024 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2193","","396","2450","n/e","2490","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","14.08.2024 23:00 - 15.08.2024 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","2347","","392","2447","n/e","2498","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","15.08.2024 00:00 - 15.08.2024 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1507","","373","2513","n/e","2506","n/e","n/e","0","n/e","n/e","1"
"Switzerland (CH)","15.08.2024 01:00 - 15.08.2024 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","906","","383","2299","n/e","2514","n/e","n/e","0","n/e","n/e","2"
"Switzerland (CH)","15.08.2024 02:00 - 15.08.2024 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","713","","382","2154","n/e","2519","n/e","n/e","0","n/e","n/e","7"
"Switzerland (CH)","15.08.2024 03:00 - 15.08.2024 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","766","","377","2199","n/e","2522","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","15.08.2024 04:00 - 15.08.2024 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","817","","372","2233","n/e","2524","n/e","n/e","0","n/e","n/e","8"
"Switzerland (CH)","15.08.2024 05:00 - 15.08.2024 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","813","","357","2307","n/e","2526","n/e","n/e","0","n/e","n/e","6"
"Switzerland (CH)","15.08.2024 06:00 - 15.08.2024 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","835","","389","2434","n/e","2527","n/e","n/e","9","n/e","n/e","4"
"Switzerland (CH)","15.08.2024 07:00 - 15.08.2024 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1117","","373","2462","n/e","2527","n/e","n/e","210","n/e","n/e","3"
"Switzerland (CH)","15.08.2024 08:00 - 15.08.2024 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","1224","","375","2341","n/e","2526","n/e","n/e","890","n/e","n/e","3"
"Switzerland (CH)","15.08.2024 09:00 - 15.08.2024 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","760","","375","2127","n/e","2521","n/e","n/e","1683","n/e","n/e","3"
